city,timestamp,temperature_2m,apparent_temperature,precipitation,wind_gusts_10m,pm2_5,us_aqi,european_aqi
Bengaluru,2026-02-28T15:00,30.6,29.3,0.0,30.6,34.7,115,73
Bengaluru,2026-02-28T16:00,30.2,28.9,0.0,26.3,34.8,133,73
Bengaluru,2026-02-28T17:00,29.5,28.3,0.0,23.4,48.5,148,73
Bengaluru,2026-02-28T18:00,28.9,27.2,0.0,22.3,60.5,156,73
Bengaluru,2026-02-28T19:00,27.9,26.7,0.0,22.0,67.1,154,73
Bengaluru,2026-02-28T20:00,27.0,25.9,0.0,11.5,64.3,139,73
Bengaluru,2026-02-28T21:00,26.1,24.9,0.0,14.0,58.3,115,73
Bengaluru,2026-02-28T22:00,24.8,22.9,0.0,27.4,56.1,114,73
Bengaluru,2026-02-28T23:00,22.9,22.0,0.0,33.5,56.9,116,73
Bengaluru,2026-03-01T00:00,22.0,21.6,0.0,28.4,58.2,118,74
Bengaluru,2026-03-01T01:00,21.3,21.3,0.0,24.1,60.1,121,75
Bengaluru,2026-03-01T02:00,20.8,20.7,0.0,22.3,62.2,124,76
Bengaluru,2026-03-01T03:00,20.6,20.6,0.0,22.3,65.4,127,77
Bengaluru,2026-03-01T04:00,20.2,20.8,0.0,19.8,71.2,130,78
Bengaluru,2026-03-01T05:00,20.2,21.2,0.0,10.4,77.3,134,79
Bengaluru,2026-03-01T06:00,20.2,21.1,0.0,9.0,82.2,138,81
Bengaluru,2026-03-01T07:00,21.2,22.0,0.0,11.9,93.8,142,82
Bengaluru,2026-03-01T08:00,23.6,24.0,0.0,17.6,67.5,147,83
Bengaluru,2026-03-01T09:00,25.6,25.8,0.0,20.5,57.0,150,84
Bengaluru,2026-03-01T10:00,27.7,29.1,0.0,20.9,53.1,150,85
Bengaluru,2026-03-01T11:00,28.0,29.8,0.0,18.7,51.6,151,86
Bengaluru,2026-03-01T12:00,29.9,31.1,0.0,22.0,49.4,151,86
Bengaluru,2026-03-01T13:00,30.5,30.9,0.0,25.9,46.7,151,87
Bengaluru,2026-03-01T14:00,31.0,30.7,0.0,27.7,44.8,152,87
Bengaluru,2026-03-01T15:00,31.0,29.6,0.0,27.7,43.4,152,87
Bengaluru,2026-03-01T16:00,31.1,29.7,0.0,24.8,42.5,152,88
Bengaluru,2026-03-01T17:00,29.9,28.2,0.0,20.2,41.7,152,88
Bengaluru,2026-03-01T18:00,29.0,27.1,0.0,28.4,51.5,157,88
Bengaluru,2026-03-01T19:00,28.5,26.6,0.0,29.2,59.0,153,87
Bengaluru,2026-03-01T20:00,28.0,26.5,0.0,25.2,57.5,152,87
Bengaluru,2026-03-01T21:00,27.0,25.4,0.0,19.8,51.3,152,87
Bengaluru,2026-03-01T22:00,24.6,23.0,0.0,30.6,48.2,152,87
Bengaluru,2026-03-01T23:00,23.3,22.2,0.0,33.8,47.7,151,86
Bengaluru,2026-03-02T00:00,22.5,22.4,0.0,33.1,48.0,151,86
Bengaluru,2026-03-02T01:00,21.8,22.1,0.0,21.2,48.4,151,86
Bengaluru,2026-03-02T02:00,21.1,21.6,0.0,19.1,48.8,151,85
Bengaluru,2026-03-02T03:00,20.9,21.8,0.0,16.9,49.2,150,85
Bengaluru,2026-03-02T04:00,20.9,21.6,0.0,11.5,49.5,150,84
Bengaluru,2026-03-02T05:00,20.6,20.9,0.0,16.2,60.3,148,84
Bengaluru,2026-03-02T06:00,20.3,20.8,0.0,18.0,64.7,146,83
Bengaluru,2026-03-02T07:00,21.0,21.7,0.0,13.3,73.3,144,83
Bengaluru,2026-03-02T08:00,23.6,24.1,0.0,16.2,55.5,142,82
Bengaluru,2026-03-02T09:00,26.2,26.3,0.0,18.0,51.1,141,81
Bengaluru,2026-03-02T10:00,28.5,29.0,0.0,22.3,47.1,140,81
Bengaluru,2026-03-02T11:00,29.9,30.3,0.0,29.9,43.9,140,81
Bengaluru,2026-03-02T12:00,31.1,30.9,0.0,34.2,41.3,139,81
Bengaluru,2026-03-02T13:00,31.9,31.0,0.0,37.1,39.5,138,81
Bengaluru,2026-03-02T14:00,31.9,30.0,0.0,36.7,38.3,137,80
Bengaluru,2026-03-02T15:00,32.2,30.6,0.0,36.0,37.1,136,80
Bengaluru,2026-03-02T16:00,32.0,29.8,0.0,33.1,36.4,136,80
Bengaluru,2026-03-02T17:00,31.4,28.9,0.0,32.0,38.6,143,80
Bengaluru,2026-03-02T18:00,29.6,27.4,0.0,31.7,45.1,148,80
Bengaluru,2026-03-02T19:00,28.6,26.3,0.0,31.3,49.7,142,79
Bengaluru,2026-03-02T20:00,27.5,25.7,0.0,31.0,48.9,133,79
Bengaluru,2026-03-02T21:00,26.2,24.3,0.0,25.2,45.8,132,79
Bengaluru,2026-03-02T22:00,25.1,23.0,0.0,29.5,43.5,132,79
Bengaluru,2026-03-02T23:00,23.5,22.0,0.0,35.3,42.7,131,78
Bengaluru,2026-03-03T00:00,22.8,21.8,0.0,31.0,42.1,131,78
Bengaluru,2026-03-03T01:00,22.4,21.5,0.0,28.4,41.9,130,78
Bengaluru,2026-03-03T02:00,21.9,21.1,0.0,29.2,41.7,129,78
Bengaluru,2026-03-03T03:00,21.5,20.5,0.0,30.6,41.4,129,78
Bengaluru,2026-03-03T04:00,21.1,20.1,0.0,30.6,41.1,128,77
Bengaluru,2026-03-03T05:00,20.6,19.8,0.0,29.2,43.3,127,77
Bengaluru,2026-03-03T06:00,20.6,19.6,0.0,27.4,43.9,125,76
Bengaluru,2026-03-03T07:00,21.6,20.6,0.0,26.3,47.3,123,76
Bengaluru,2026-03-03T08:00,24.3,23.2,0.0,24.5,43.7,120,75
Bengaluru,2026-03-03T09:00,27.1,25.1,0.0,32.4,37.5,119,75
Bengaluru,2026-03-03T10:00,29.1,27.5,0.0,39.2,30.3,118,74
Bengaluru,2026-03-03T11:00,29.9,28.6,0.0,44.3,26.7,116,74
Bengaluru,2026-03-03T12:00,31.0,29.9,0.0,43.6,25.3,114,73
Bengaluru,2026-03-03T13:00,31.5,30.8,0.0,43.2,25.0,112,72
Bengaluru,2026-03-03T14:00,31.8,30.9,0.0,41.4,25.9,111,72
Bengaluru,2026-03-03T15:00,31.2,29.6,0.0,43.6,27.1,110,71
Bengaluru,2026-03-03T16:00,31.0,28.4,0.0,41.4,28.3,109,71
Bengaluru,2026-03-03T17:00,29.9,27.1,0.0,40.0,28.4,118,71
Bengaluru,2026-03-03T18:00,28.5,26.0,0.0,36.7,32.5,123,71
Bengaluru,2026-03-03T19:00,28.0,25.8,0.0,31.0,35.0,120,70
Bengaluru,2026-03-03T20:00,26.8,24.7,0.0,28.1,34.6,111,70
Bengaluru,2026-03-03T21:00,25.5,23.5,0.0,28.1,33.8,102,69
Bengaluru,2026-03-03T22:00,24.6,22.5,0.0,28.8,34.2,101,69
Bengaluru,2026-03-03T23:00,23.6,21.7,0.0,29.5,35.4,100,68
Bengaluru,2026-03-04T00:00,22.5,21.2,0.0,29.5,36.0,100,68
Bengaluru,2026-03-04T01:00,21.9,20.8,0.0,26.3,36.4,99,68
Bengaluru,2026-03-04T02:00,21.4,20.5,0.0,25.2,36.8,98,68
Bengaluru,2026-03-04T03:00,20.9,20.1,0.0,24.1,37.0,98,68
Bengaluru,2026-03-04T04:00,20.4,19.6,0.0,23.4,37.3,98,68
Bengaluru,2026-03-04T05:00,20.1,19.6,0.0,23.8,34.7,97,67
Bengaluru,2026-03-04T06:00,20.1,19.6,0.0,23.4,34.9,97,67
Bengaluru,2026-03-04T07:00,21.1,20.5,0.0,22.3,37.8,96,67
Bengaluru,2026-03-04T08:00,24.0,22.9,0.0,22.3,36.6,95,66
Bengaluru,2026-03-04T09:00,26.6,24.4,0.0,32.8,32.8,94,66
Bengaluru,2026-03-04T10:00,28.6,27.0,0.0,38.5,28.7,94,66
Bengaluru,2026-03-04T11:00,29.4,28.6,0.0,41.8,26.0,94,66
Bengaluru,2026-03-04T12:00,30.5,30.4,0.0,40.0,25.1,94,66
Bengaluru,2026-03-04T13:00,31.2,31.2,0.0,40.3,25.2,94,66
Bengaluru,2026-03-04T14:00,31.6,31.2,0.0,40.0,25.5,94,66
Bengaluru,2026-03-04T15:00,31.7,30.8,0.0,37.8,25.8,94,66
Bengaluru,2026-03-04T16:00,31.4,29.5,0.0,32.8,25.9,108,66
Bengaluru,2026-03-04T17:00,30.5,28.2,0.0,30.6,28.4,120,66
Bengaluru,2026-03-04T18:00,29.0,27.0,0.0,29.5,32.5,128,66
Bengaluru,2026-03-04T19:00,28.0,25.9,0.0,25.9,35.3,129,66
Bengaluru,2026-03-04T20:00,27.1,25.1,0.0,27.0,34.1,122,66
Bengaluru,2026-03-04T21:00,26.3,24.1,0.0,28.8,31.7,110,66
Bengaluru,2026-03-04T22:00,24.8,22.7,0.0,29.5,29.9,96,66
Bengaluru,2026-03-04T23:00,23.5,21.9,0.0,27.0,28.3,93,66
Bengaluru,2026-03-05T00:00,22.4,21.5,0.0,24.8,26.8,92,65
Bengaluru,2026-03-05T01:00,21.7,21.2,0.0,20.5,26.2,91,65
Bengaluru,2026-03-05T02:00,21.3,20.9,0.0,17.6,26.1,90,65
Bengaluru,2026-03-05T03:00,21.0,20.4,0.0,18.7,26.6,89,64
Bengaluru,2026-03-05T04:00,20.9,20.2,0.0,20.5,28.3,88,64
Bengaluru,2026-03-05T05:00,19.6,19.9,0.0,20.5,31.0,88,64
Bengaluru,2026-03-05T06:00,19.2,19.5,0.0,12.6,33.4,87,64
Bengaluru,2026-03-05T07:00,20.5,20.9,0.0,10.1,40.2,87,64
Bengaluru,2026-03-05T08:00,23.4,23.6,0.0,14.0,31.1,87,64
Bengaluru,2026-03-05T09:00,26.1,25.5,0.0,19.1,25.2,87,63
